instnm,mean_completions,mean_airea_completions,mean_students_enrolled,rural,tribal,cz_label,pct_airea_completions
Northwest Louisiana Technical Community College,1575.3571428571427,1023.2142857142857,1899.0714285714287,1,2,"Shreveport, LA",0.6495125821809115
Northwest Mississippi Community College,1413,190.28571428571428,7447.5,1,2,"Memphis, TN",0.13466787989080983
Northwest Shoals Community College,670.5,164.5,3766.5714285714284,0,2,"Huntsville, AL",0.2453392990305742
Northwest State Community College,403.92857142857144,90.57142857142857,3602.4285714285716,1,2,"Toledo, OH",0.22422634836427938
Northwest Technical College,320.28571428571433,57.57142857142857,1038.642857142857,1,2,"Bemidji, MN & Brainerd, MN",0.179750223015165
Northwest Vista College,2235.785714285714,70.5,16815.85714285714,1,2,"San Antonio, TX",0.03153253889652088
Northwestern Connecticut Community College,198.69230769230768,5.153846153846154,1419.4615384615386,1,2,NA,0.0259388308168796
Northwestern Michigan College,747.2857142857143,92.07142857142857,4084.0714285714284,1,2,"Traverse City, MI",0.12320779965589752
Northwood Technical College,1487.7142857142858,310.5,3087.285714285714,1,2,"Rice Lake, WI",0.20870942961398117
Norwalk Community College,647.3076923076923,21.692307692307693,5696.692307692308,0,2,NA,0.03351158645276293
Nunez Community College,550.5714285714286,175.78571428571428,2442.714285714286,0,2,"New Orleans, LA",0.31927867151011935
Oakland Community College,2708.5,230.71428571428572,19948,0,2,"Detroit, MI",0.08518157124396741
Oakton College,1387.357142857143,130.21428571428572,9288.785714285714,0,2,"Chicago, IL",0.09385779745662359
Ocean County College,1539.9285714285713,19.642857142857142,8640,0,2,"Long Branch, NJ",0.01275569367781437
Oconee Fall Line Technical College,722.2142857142857,271.64285714285717,1670,1,2,"Milledgeville, GA",0.3761250123627733
Odessa College,1129,199.85714285714286,6353,0,2,"Odessa, TX & Midland, TX",0.17702138428444894
Ogeechee Technical College,1149.0714285714287,231.35714285714286,2176.4285714285716,1,2,"Savannah, GA",0.20134269907378627
Ohlone College,1158.4285714285713,142.71428571428572,9670.92857142857,1,2,"San Francisco, CA",0.12319644839067705
Oklahoma City Community College,1822.5714285714287,153.71428571428572,12806.07142857143,0,2,"Oklahoma City, OK",0.08433923812509798
Olney Central College,506.85714285714283,54.285714285714285,1207.142857142857,1,2,"Olney, IL",0.10710259301014656
Olympic College,2257.9285714285716,944.5714285714286,6533.214285714285,0,2,"Seattle, WA",0.4183353895795767
Onondaga Community College,1157.142857142857,101.5,10627.42857142857,0,2,"Syracuse, NY",0.08771604938271606
Orange Coast College,3672,490.2142857142857,20531.14285714286,0,2,"Los Angeles, CA",0.13350062247121072
Orange County Community College,798.1428571428571,28.5,6454.357142857143,0,2,"Poughkeepsie, NY",0.03570789332378736
Orangeburg Calhoun Technical College,502.42857142857144,118.07142857142857,2580.214285714286,1,2,"Columbia, SC",0.23500142166619276
Oregon Coast Community College,88.85714285714286,9.5,470.85714285714283,1,2,"Newport, OR & Lincoln City, OR",0.10691318327974277
Otero College,404.5,55.42857142857142,1342.2142857142858,1,2,"Colorado Springs, CO",0.13702984283948436
Owens Community College,1618.5,282.2142857142857,11598.857142857141,1,2,"Toledo, OH",0.17436780087382497
Owensboro Community and Technical College,1534.4285714285713,551.0714285714286,4598.357142857143,0,2,"Owensboro, KY",0.35913788287868914
Oxnard College,1445,190.2142857142857,7117.071428571428,0,2,"Los Angeles, CA",0.1316361838853188
Ozarka College,442.42857142857144,19.928571428571427,1237.5714285714287,1,2,"Batesville, AR",0.04504359057152082
Ozarks Technical Community College,2419.5,337.2857142857143,12901.42857142857,0,2,"Springfield, MO",0.1394030643875653
Palau Community College,91.07142857142857,19.357142857142858,569.4285714285714,0,2,NA,0.21254901960784314
Palm Beach State College,6023.142857142857,248.28571428571428,28560.285714285714,0,2,"Palm Bay, FL & Port St. Lucie, FL",0.041221953417769554
Palo Alto College,1240.857142857143,52.285714285714285,9611.57142857143,0,2,"San Antonio, TX",0.04213677181671655
Palo Verde College,404.57142857142856,55.42857142857143,3847.6428571428573,1,2,"Bakersfield, CA",0.13700564971751414
Palomar College,3866.1428571428573,606,22863.14285714286,0,2,"San Diego, CA",0.1567453719099878
Pamlico Community College,225,88.85714285714285,470.57142857142856,1,2,"Jacksonville, NC",0.3949206349206349
Panola College,702.3571428571429,126.07142857142857,2544.5714285714284,1,2,"Longview, TX",0.17949761008847756
Paradise Valley Community College,1603.142857142857,139.71428571428572,8123.714285714285,0,2,"Phoenix, AZ",0.08715024059882374
Paris Junior College,993.6428571428571,215.92857142857142,5011.357142857143,1,2,"Greenville, TX & Paris, TX",0.21731004241247934
Parkland College,1310.142857142857,348.07142857142856,7425.5,0,2,"Champaign, IL & Bloomington, IL",0.26567440846145457
Pasadena City College,4735.928571428571,786.7857142857143,25352.214285714286,0,2,"Los Angeles, CA",0.16613124594663894
Pasco-Hernando State College,2151.785714285714,23.642857142857142,10692.142857142857,0,2,"Tampa, FL",0.010987551867219917
Passaic County Community College,904.7142857142857,7.7857142857142865,7488.357142857143,0,2,"Newark, NJ & Jersey City, NJ",0.008605716090320544
Patrick & Henry Community College,722.3571428571429,76.5,2510.714285714286,1,2,"Martinsville, VA",0.10590329279145654
Paul D Camp Community College,247.64285714285714,22.5,1371.0714285714287,1,2,"Virginia Beach, VA",0.09085664839919239
Pearl River Community College,1035.2142857142858,197,5052.928571428572,1,2,"New Orleans, LA",0.19029876492099634
Pellissippi State Community College,2066.0714285714284,40.92857142857143,10168.214285714286,1,2,"Knoxville, TN",0.019809853068280037
Peninsula College,954.3571428571428,250.57142857142858,2196.285714285714,1,2,"Port Angeles, WA",0.2625551979642243
Pennsylvania Highlands Community College,265.5,20.357142857142858,2541.285714285714,0,2,"Altoona, PA",0.07667473769168684
Pensacola State College,2230.4285714285716,102.5,9969.57142857143,0,2,"Pensacola, FL",0.04595529366553513
Phillips Community College of the University of Arkansas,337.35714285714283,59.92857142857142,1660.7142857142858,1,2,"Forrest City, AR",0.17764132966334956
Phoenix College,2043.7857142857142,135,11290.42857142857,0,2,"Phoenix, AZ",0.06605389158773985
Piedmont Community College,369.64285714285717,78.21428571428571,1531.142857142857,1,2,"Raleigh, NC",0.2115942028985507
Piedmont Technical College,967.3571428571429,247.14285714285717,5271.142857142857,1,2,"Greenville, SC",0.255482537104039
Piedmont Virginia Community College,896.5714285714286,56.5,5394.428571428572,0,2,"Charlottesville, VA",0.06301784576163161
Pierce College District,1602.5,88.57142857142858,6904.928571428572,0,2,"Seattle, WA",0.05527078225986183
Pierce College-Puyallup,771.6,25.9,3901.3,0,2,"Seattle, WA",0.033566614826334884
Pierpont Community and Technical College,386.57142857142856,78,2158.285714285714,1,2,"Morgantown, WV",0.2017738359201774
Pikes Peak State College,2510.785714285714,333.57142857142856,13501.214285714286,0,2,"Colorado Springs, CO",0.1328553952945862
Pima Community College,4930.928571428572,465.92857142857144,24419.785714285717,0,2,"Tucson, AZ",0.09449104051685425
Pine Technical & Community College,240.14285714285714,43.57142857142857,1518.5,1,2,"Minneapolis, MN",0.18143961927424151
Pitt Community College,1718.0714285714287,299.07142857142856,8126.214285714285,1,2,"Greenville, NC",0.17407392009312767
Polk State College,2131.4285714285716,14.642857142857144,10383.642857142857,0,2,"Winter Haven, FL & Lakeland, FL",0.006869973190348526
Porterville College,592.8571428571429,98,4120.785714285715,0,2,"Fresno, CA",0.1653012048192771
Portland Community College,4517.357142857143,579.5714285714286,27665.428571428572,0,2,"Portland, OR",0.12829878405515233
Potomac State College of West Virginia University,259.7142857142857,21.428571428571427,1446.5,1,2,"Cumberland, MD",0.0825082508250825
Prairie State College,811.7857142857143,127.57142857142858,4212.571428571428,0,2,"Chicago, IL",0.15714914210294764
Pratt Community College,366.78571428571433,63.214285714285715,1299.4285714285713,1,2,"Pratt, KS",0.17234664070107106
Prince George's Community College,1148.642857142857,27.857142857142858,12493.57142857143,0,2,"Washington, DC",0.02425222312045271
Pueblo Community College,1779.7857142857142,189.92857142857142,6504,0,2,"Colorado Springs, CO",0.10671429144760605
Quincy College,574.0714285714286,17.71428571428571,4001.5,0,2,"Boston, MA",0.03085728505661316
Quinebaug Valley Community College,255.30769230769232,39.61538461538461,1627.5384615384614,1,2,NA,0.15516721904188008
Quinsigamond Community College,1205.2857142857142,77.42857142857143,7787.714285714285,0,2,"Boston, MA",0.06424084390186086
Rainy River Community College,75.66666666666667,4.5,291.0833333333333,1,2,"International Falls, MN",0.05947136563876652
Randolph Community College,645.5,104.92857142857143,2749.4285714285716,1,2,"Winston-Salem, NC",0.16255394489321678
Ranger College,281.07142857142856,23.357142857142854,2127.785714285714,1,2,"Graham, TX",0.08310038119440914
Rappahannock Community College,634.5,12.928571428571429,3225,1,2,"Newport News, VA",0.020375999099403356
Raritan Valley Community College,1113.7142857142858,59.857142857142854,7759.357142857143,1,2,"Newark, NJ & Jersey City, NJ",0.05374551051821446
Reading Area Community College,450.7142857142857,30.5,4499.571428571428,0,2,"Allentown, PA",0.06767036450079239
Red Rocks Community College,1810.642857142857,362.5,7735.857142857143,0,2,"Denver, CO",0.20020513629728984
Redlands Community College,267,18.428571428571427,2293.4285714285716,1,2,"Oklahoma City, OK",0.06902086677367576
Reedley College,1228.642857142857,420.57142857142856,10890.92857142857,1,2,"Fresno, CA",0.34230567990233124
Reid State Technical College,158.85714285714286,50.21428571428571,500.1428571428571,1,2,"Andalusia, AL & Atmore, AL",0.31609712230215825
Rend Lake College,1198.142857142857,495.5,2815.0714285714284,1,2,"Mount Vernon, IL & Centralia, IL",0.413556694884941
Renton Technical College,957.5,210.85714285714286,3454.714285714286,0,2,"Seattle, WA",0.22021633718761657
Richland College,1998.9,29.4,19155,0,2,"Dallas, TX",0.014708089449197057
Richland Community College,862.3571428571429,244.7857142857143,2874.285714285714,1,2,"Decatur, IL",0.28385653938540545
Richmond Community College,502.64285714285717,93.21428571428571,2450.5,1,2,"Fayetteville, NC",0.18544834446497085
Ridgewater College,985.4285714285714,244.42857142857142,3496.3571428571427,1,2,"Willmar, MN",0.24804291098869236
Rio Hondo College,2104.2142857142853,216.07142857142858,18020,0,2,"Los Angeles, CA",0.102685087749075
Rio Salado College,3719.714285714286,195.64285714285714,19954.85714285714,1,2,"Phoenix, AZ",0.05259620554574084
River Parishes Community College,552.8571428571429,261.64285714285717,2629.5,1,2,"New Orleans, LA",0.47325581395348837
River Valley Community College,229.78571428571428,32.21428571428571,874.8571428571429,1,2,"Lebanon, NH & Claremont, NH",0.14019272614236863
Riverland Community College,705.9285714285714,137.57142857142858,3390.3571428571427,1,2,"Mason City, IA & Austin, MN",0.19488009713649704
Riverside City College,3540.1428571428573,519.5,19466.928571428572,0,2,"Los Angeles, CA",0.14674549049675154
Roane State Community College,978,42,5729.428571428572,1,2,"Knoxville, TN",0.04294478527607362
Roanoke-Chowan Community College,146.42857142857142,35.142857142857146,790.5,1,2,"Roanoke Rapids, NC",0.24000000000000005
Robeson Community College,363.64285714285717,85.21428571428571,2072.5,1,2,"Fayetteville, NC",0.23433510115890785
Rochester Community and Technical College,1036.2857142857142,110.64285714285714,5395,0,2,"Rochester, MN",0.10676867934932452
Rock Valley College,1551.642857142857,450.7857142857143,7024.071428571428,0,2,"Rockford, IL",0.29052156700271603
Rockingham Community College,376.07142857142856,67.85714285714286,1951.642857142857,1,2,"Winston-Salem, NC",0.1804368471035138
Rockland Community College,984.2142857142857,30.357142857142854,6905.428571428572,0,2,"Poughkeepsie, NY",0.030844038028884534
Rogue Community College,884.6428571428571,126.71428571428572,4729.714285714285,1,2,"Medford, OR",0.1432377876463464
Rose State College,877.6428571428571,34.57142857142857,7351,0,2,"Oklahoma City, OK",0.03939122649955237
Rowan College at Burlington County,1528.142857142857,21.785714285714285,8528,1,2,"Trenton, NJ",0.014256333551463026
Rowan College of South Jersey-Cumberland Campus,677.8571428571429,14.285714285714286,3281,1,2,"Trenton, NJ",0.02107481559536354
Rowan College of South Jersey-Gloucester Campus,1001.7857142857143,64.28571428571429,6579.428571428572,0,2,"Trenton, NJ",0.06417112299465241
Rowan-Cabarrus Community College,1396.142857142857,239.92857142857142,6481,1,2,"Charlotte, NC",0.17185101811112247
Roxbury Community College,264.14285714285717,21.285714285714285,2008.9285714285713,0,2,"Boston, MA",0.08058409951325039
SOWELA Technical Community College,1863.2857142857142,1121.2857142857142,3247.8571428571427,0,2,"Beaumont, TX & Lake Charles, LA",0.6017787318868358
SUNY Adirondack,558.5714285714286,17.357142857142858,3612,1,2,"Albany, NY",0.031074168797953966
SUNY Broome Community College,1102.357142857143,83.78571428571429,5786.714285714285,0,2,"Binghamton, NY",0.07600596125186289
SUNY Corning Community College,575.0714285714286,60.642857142857146,4280.642857142857,1,2,"Ithaca, NY & Elmira, NY",0.1054527387902124
SUNY Westchester Community College,1613.7142857142858,85.14285714285714,11973,0,2,"Poughkeepsie, NY",0.05276203966005665
Sacramento City College,2077.6428571428573,354.92857142857144,21694.64285714286,0,2,"Sacramento, CA",0.17083233059442363
Saddleback College,4386.571428571429,214.64285714285717,19963.85714285714,0,2,"Los Angeles, CA",0.04893180485898521
Saint Johns River State College,1211.642857142857,5.7857142857142865,6832.714285714285,1,2,"Jacksonville, FL",0.004775098744325887
Saint Louis Community College,2264.714285714286,115.42857142857143,18644.714285714286,0,2,"St. Louis, MO",0.05096827098971803
Saint Paul College,1223.7142857142858,256.14285714285717,6277.5,0,2,"Minneapolis, MN",0.20931590007004436
Salem Community College,237.07142857142858,47.07142857142857,1100.4285714285713,1,2,"Trenton, NJ",0.19855378125941547
Salina Area Technical College,370.71428571428567,105.28571428571429,642,1,2,"Salina, KS",0.28400770712909446
Salt Lake Community College,4581,391.2142857142857,29674.85714285714,0,2,"Salt Lake City, UT",0.08539932017338697
Sampson Community College,350.42857142857144,56.42857142857143,1497.2142857142858,1,2,"Greenville, NC",0.1610273134936812
San Antonio College,3083.8571428571427,170.35714285714286,20606.785714285714,0,2,"San Antonio, TX",0.05524158058090518
San Bernardino Valley College,1455.357142857143,278.07142857142856,12703.714285714286,0,2,"Los Angeles, CA",0.19106748466257667
San Diego City College,1344,304.64285714285717,15484.357142857143,0,2,"San Diego, CA",0.22666879251700683
San Diego Mesa College,1661.857142857143,265.2142857142857,22511.785714285714,0,2,"San Diego, CA",0.1595890999742113
San Diego Miramar College,1353.7857142857142,315.42857142857144,13347.785714285714,0,2,"San Diego, CA",0.23299741465731022
San Jacinto Community College,5957.857142857143,1676.0714285714287,30011,0,2,"Houston, TX",0.28132118451025057
San Joaquin Delta College,3286.4285714285716,529.2857142857143,17939.571428571428,0,2,"Stockton, CA & Modesto, CA",0.161051945229298
San Jose City College,1035.7857142857142,198.07142857142856,8947.214285714286,0,2,"San Jose, CA",0.1912281911592304
San Juan College,1375.142857142857,411.2857142857143,7307.214285714285,1,2,"Farmington, NM",0.2990858092665697
Sandhills Community College,732.2142857142857,60.92857142857143,4042.5,1,2,"Fayetteville, NC",0.08321139401034046
Santa Ana College,4577.071428571428,485.4285714285714,27701.071428571428,0,2,"Los Angeles, CA",0.10605658640116106
Santa Barbara City College,3463.9285714285716,530.6428571428571,16074.214285714286,0,2,"Santa Barbara, CA",0.15319105062377564
Santa Fe College,3372.214285714286,149.85714285714286,14402.142857142857,0,2,"Gainesville, FL",0.044438796043294995
Santa Fe Community College,647.3571428571429,67.14285714285714,4459.928571428572,1,2,"Albuquerque, NM",0.10371841553569457
Santa Monica College,5082.785714285715,319.42857142857144,28135.35714285714,0,2,"Los Angeles, CA",0.06284517770064223
Santa Rosa Junior College,4515.928571428572,611.7142857142857,20329.85714285714,0,2,"San Francisco, CA",0.13545703304177276
Santiago Canyon College,2786.8571428571427,576.2142857142857,11635.357142857143,0,2,"Los Angeles, CA",0.2067613286856674
Sauk Valley Community College,639,175.92857142857142,1861.7857142857142,1,2,"Rockford, IL",0.27531857813547955
Savannah Technical College,1800.9285714285713,630.5,4211.714285714285,0,2,"Savannah, GA",0.3500971720937612
Schenectady County Community College,538.5714285714286,15.142857142857142,5399.928571428572,0,2,"Albany, NY",0.028116710875331564
Schoolcraft Community College District,1649.4285714285713,97.71428571428571,10514.214285714286,0,2,"Detroit, MI",0.05924129568681794
Scottsdale Community College,1699.4285714285713,115.21428571428571,9229.142857142857,1,2,"Phoenix, AZ",0.06779589778076664
Seattle Central College,1217.857142857143,110.07142857142857,6405.357142857143,0,2,"Seattle, WA",0.09038123167155425
Seminole State College,309.57142857142856,62.357142857142854,1791.5,1,2,"Oklahoma City, OK",0.2014305491462852
Seminole State College of Florida,4869.785714285715,468.85714285714283,17265.214285714286,0,2,"Orlando, FL",0.09627880370212827
Seward County Community College,359.2142857142857,69.14285714285714,1821.642857142857,1,2,"Liberal, KS",0.19248359514814076
Shasta College,1130.357142857143,182.07142857142858,8592.42857142857,1,2,"Redding, CA & Chico, CA",0.1610742496050553
Shawnee Community College,507.35714285714283,112.42857142857143,1584.8571428571427,1,2,"Carbondale, IL",0.22159650851752782
Shelton State Community College,651.7857142857143,171.28571428571428,4745.571428571428,0,2,"Tuscaloosa, AL",0.26279452054794517
Shoreline Community College,1487.0714285714287,314.42857142857144,5643.857142857143,0,2,"Seattle, WA",0.21144147173255198
Sierra College,3312.6428571428573,762.5714285714286,17948.35714285714,0,2,"Sacramento, CA",0.23020031481122105
Sinclair Community College,4121.785714285715,448.64285714285717,18980.214285714286,0,2,"Dayton, OH",0.10884672038818126
Skagit Valley College,1043.642857142857,159.21428571428572,4774.357142857143,0,2,"Seattle, WA",0.1525562932037506
Skyline College,1173.142857142857,248.78571428571428,9277.57142857143,0,2,"San Francisco, CA",0.21206770579639553
Snead State Community College,485.85714285714283,16.5,2352,1,2,"Gadsden, AL",0.0339605998235813
Snow College,1006.2857142857143,93.57142857142857,5226,1,2,"Salt Lake City, UT",0.0929869392390687
Solano Community College,1518.142857142857,429.35714285714283,9620.857142857143,1,2,"San Francisco, CA",0.2828173520278536
Somerset Community College,2269.3571428571427,637,6649.428571428572,1,2,"Somerset, KY",0.280696232413207
South Arkansas College,591.5714285714286,116.57142857142857,1489.7142857142858,1,2,"El Dorado, AR",0.1970538517266361
South Central College,621.2857142857143,155.92857142857142,3110.3571428571427,1,2,"Mankato, MN",0.25097723614624046
South Central Louisiana Technical College,3883.75,3501,2585.25,1,2,"Houma, LA",0.9014483424525266
South Florida State College,664.7857142857143,41.92857142857143,2798.4285714285716,1,2,"Winter Haven, FL & Lakeland, FL",0.06307080691952294
South Georgia Technical College,1197.642857142857,444.78571428571433,1923,1,2,"Americus, GA",0.37138426671437946
South Louisiana Community College,1517.2857142857142,411.2857142857143,5667.142857142857,0,2,"Lafayette, LA",0.27106675454288676
South Mountain Community College,861.9285714285714,68.57142857142857,4325.285714285715,0,2,"Phoenix, AZ",0.07955581337532112
South Piedmont Community College,451.2857142857143,29.571428571428573,2900.8571428571427,1,2,"Charlotte, NC",0.06552706552706553
South Plains College,1307,195.57142857142858,9339.785714285714,1,2,"Lubbock, TX",0.14963383976390862
South Puget Sound Community College,1312.9285714285713,198.21428571428572,4784.142857142857,0,2,"Seattle, WA",0.1509711114738045
South Seattle College,1033,415.85714285714283,5608.714285714285,0,2,"Seattle, WA",0.40257225833218085
South Suburban College,627.3571428571429,88.21428571428571,4671.357142857143,0,2,"Chicago, IL",0.14061254696572922
South Texas College,4924.285714285715,738.0714285714286,30389.714285714286,0,2,"McAllen, TX",0.1498839570641137
Southcentral Kentucky Community and Technical College,1695.0714285714287,570.2142857142857,4591.857142857143,0,2,"Bowling Green, KY",0.3363954321351818
Southeast Arkansas College,472.64285714285717,47.5,1390.9285714285713,0,2,"Pine Bluff, AR",0.10049871542995314
Southeast Community College Area,1499.5714285714287,497.85714285714283,9854.142857142857,0,2,"Lincoln, NE",0.33199961893874436
Southeast Kentucky Community & Technical College,865.1428571428571,205.92857142857142,3676.2142857142853,1,2,"Harlan, KY & Cumberland, KY",0.23802840158520475
Southeast New Mexico College,132,13.285714285714286,1728.7857142857142,1,2,"Roswell, NM",0.10064935064935066
Southeast Technical College,897.6428571428571,202.78571428571428,2353.285714285714,1,2,"Sioux Falls, SD",0.22590912707885732
Southeastern Community College,943.3571428571429,145.35714285714286,2805.785714285714,1,2,"Burlington, IA",0.15408495494813357
Southeastern Illinois College,386.85714285714283,119.71428571428571,1750.642857142857,1,2,"Harrisburg, IL",0.30945347119645494
Southeastern Technical College,665.9285714285714,156.35714285714286,1754.642857142857,1,2,"Dublin, GA",0.2347956666309128
Southern Arkansas University Tech,696.3571428571429,129.92857142857142,1310.857142857143,1,2,"El Dorado, AR",0.1865832393065955
Southern Crescent Technical College,1862.357142857143,427.5,5180.5,0,2,"Atlanta, GA",0.22954780807732136
Southern Maine Community College,784.8571428571429,131.28571428571428,6469.857142857143,0,2,"Portland, ME",0.16727338915180195
Southern Regional Technical College,1370.888888888889,326.55555555555554,4292.666666666667,1,2,"Tallahassee, FL",0.23820716485654075
Southern State Community College,389.71428571428567,18.071428571428573,2518,1,2,"Washington Court House, OH & Wilmington, OH",0.04637096774193549
Southern Union State Community College,943.0714285714287,167.57142857142858,4637.714285714285,1,2,"Anniston, AL",0.17768688934333104
Southern University at Shreveport,313.14285714285717,12.428571428571427,2980.3571428571427,1,2,"Shreveport, LA",0.0396897810218978
Southern West Virginia Community and Technical College,366.57142857142856,26.214285714285715,1760.857142857143,1,2,"Pikeville, KY",0.0715120810600156
Southside Virginia Community College,1055.2142857142858,143.14285714285717,4364.5,1,2,"Roanoke Rapids, NC",0.13565288025451838
Southwest Mississippi Community College,487.07142857142856,91.07142857142857,1948.142857142857,1,2,"McComb, MS & Brookhaven, MS",0.1869775626924769
Southwest Tennessee Community College,1140.5,98.21428571428571,9491.92857142857,0,2,"Memphis, TN",0.08611511241936494
Southwest Texas Junior College,865.1428571428571,135.42857142857142,6194.642857142857,1,2,"Uvalde, TX",0.15653896961690883
Southwest Virginia Community College,600.0714285714286,64.42857142857143,2562.1428571428573,1,2,"Bluefield, WV",0.10736817045589811
Southwest Wisconsin Technical College,669.9285714285714,149.64285714285714,2744.5,1,2,"Platteville, WI",0.2233713615524043
Southwestern College,2078.9285714285716,223.35714285714286,18507.071428571428,0,2,"San Diego, CA",0.10743858443566397
Southwestern Community College,895.7857142857143,136.64285714285714,1615.5,1,2,"Creston, IA",0.15253966988278445
Southwestern Illinois College,2433,716.1428571428571,9624.5,1,2,"St. Louis, MO",0.294345605073102
Southwestern Michigan College,448.07142857142856,56.857142857142854,2341.0714285714284,1,2,"South Bend, IN",0.1268930336362187
Southwestern Oregon Community College,557.7857142857143,38.57142857142857,1961.7142857142858,1,2,"Roseburg, OR",0.0691509796388782
Spartanburg Community College,731.7142857142857,172.21428571428572,5391.285714285715,0,2,"Spartanburg, SC",0.23535728231159705
Spokane Community College,1625.0714285714287,455.2857142857143,8228.857142857143,0,2,"Spokane, WA",0.28016350929629463
Spokane Falls Community College,1186.2142857142858,27,6062.642857142857,1,2,"Spokane, WA",0.02276148612031071
Spoon River College,377,81.5,1549.357142857143,1,2,"Peoria, IL",0.21618037135278514
Springfield Technical Community College,952.3571428571429,156.71428571428572,5593,0,2,"Springfield, MA",0.16455411385284632
St Charles Community College,863.0714285714286,24.571428571428573,6771.642857142857,0,2,"St. Louis, MO",0.028469750889679717
St Clair County Community College,763.0714285714286,48,3803.9285714285716,0,2,"Detroit, MI",0.06290367874192643
St Cloud Technical and Community College,1055.642857142857,284.07142857142856,4328.714285714285,0,2,"St. Cloud, MN",0.2690980445226335
St Petersburg College,5982.785714285715,102.14285714285714,29231.214285714286,0,2,"Tampa, FL",0.01707279217755704
St Philip's College,1523.0714285714287,458.57142857142856,11720.857142857143,0,2,"San Antonio, TX",0.3010833372414763
Stanly Community College,648.4285714285714,67.85714285714286,2676.714285714286,1,2,"Charlotte, NC",0.10464860101343909
Stark State College,1552.2142857142858,338.07142857142856,12620.357142857143,0,2,"Canton, OH",0.21779945699691683
State College of Florida-Manatee-Sarasota,1816.642857142857,12.928571428571429,10091.42857142857,0,2,"North Port, FL & Port Charlotte, FL",0.007116738096174262
State Fair Community College,793.2857142857143,113.5,4586.357142857143,1,2,"Sedalia, MO & Warrensburg, MO",0.14307581487484242
State Technical College of Missouri,579.2142857142857,436.2142857142857,1507.642857142857,1,2,"Columbia, MO",0.7531138241460107
Suffolk County Community College,3472.285714285714,122.42857142857143,24870.071428571428,0,2,"New York, NY",0.035258783839381226
Sullivan County Community College,229.35714285714286,3.5,1645.0714285714287,1,2,"Poughkeepsie, NY",0.01526004360012457
Surry Community College,601.0714285714286,107.71428571428571,3227.5714285714284,1,2,"Winston-Salem, NC",0.17920380273321448
Sussex County Community College,466.85714285714283,56.857142857142854,2774.1428571428573,0,2,"Newark, NJ & Jersey City, NJ",0.12178702570379436
Tacoma Community College,1713.4285714285713,107.85714285714286,6641.5,0,2,"Seattle, WA",0.0629481407370352
Taft College,472.07142857142856,88.42857142857143,5311,1,2,"Bakersfield, CA",0.18732032077470118
Tallahassee Community College,3047,23.142857142857142,12628.07142857143,0,2,"Tallahassee, FL",0.007595292793848751
Tarrant County College District,6644.428571428572,460.35714285714283,47818.28571428572,0,2,"Fort Worth, TX",0.06928468534325213
Technical College of the Lowcountry,389.7857142857143,76.5,2354.0714285714284,1,2,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.19626168224299065
Temple College,720.5,23.571428571428573,5144.714285714285,0,2,"Killeen, TX",0.03271537622682661
Terra State Community College,351.85714285714283,102.14285714285714,2600,1,2,"Sandusky, OH",0.29029638652050344
Texarkana College,794.9285714285714,202.71428571428572,4133.714285714285,0,2,"Texarkana, TX",0.25500943480995597
Texas Southmost College,1325,125,9373,0,2,"McAllen, TX",0.09433962264150944
The College of the Florida Keys,247.85714285714286,43.42857142857143,1037.5714285714287,1,2,"Miami, FL",0.17521613832853025
Three Rivers College,783.2857142857143,55.07142857142858,3470.9285714285716,1,2,"Poplar Bluff, MO",0.07030822542403793
Three Rivers Community College,526.6153846153846,75.6923076923077,4129.384615384615,0,2,NA,0.1437335670464505
Tidewater Community College,3565.0714285714284,892.5714285714286,23465.285714285714,0,2,"Virginia Beach, VA",0.2503656508585282
Tillamook Bay Community College,69.78571428571429,2.785714285714286,448.14285714285717,1,2,"Newport, OR & Lincoln City, OR",0.03991811668372569
Tohono O'odham Community College,27.71428571428571,2.357142857142857,476.35714285714283,1,1,"Tucson, AZ",0.08505154639175258
Tompkins Cortland Community College,637.0714285714286,26.214285714285715,4235.5,1,2,"Ithaca, NY & Elmira, NY",0.041148110774750536
Treasure Valley Community College,387.14285714285717,105.35714285714286,1982.4285714285713,1,2,"Boise, ID",0.272140221402214
Tri-County Community College,205.42857142857142,22.642857142857142,1156.5714285714287,1,2,"Andrews, NC",0.11022253129346314
Tri-County Technical College,1324,257,6176,1,2,"Greenville, SC",0.19410876132930513
Trident Technical College,2375.285714285714,269.14285714285717,14181.714285714286,0,2,"Charleston, SC",0.11330967703133459
Trinidad State College,628.8571428571429,165,1657.5,1,2,"Trinidad, CO",0.2623807360290777
Trinity Valley Community College,1360,314.7857142857143,5320.714285714285,1,2,"Tyler, TX",0.23146008403361343
Triton College,1236.5,281.92857142857144,11141.642857142857,0,2,"Chicago, IL",0.22800531453988795
Truckee Meadows Community College,1851.7142857142858,467.5714285714286,10844.5,0,2,"Reno, NV",0.2525073291158772
Tulsa Community College,2533,160.78571428571428,17127.714285714286,0,2,"Tulsa, OK",0.06347639727031752
Tunxis Community College,533,15.846153846153847,4014.923076923077,0,2,NA,0.029730119786404965
Tyler Junior College,2150.4285714285716,284.42857142857144,11512.357142857143,0,2,"Tyler, TX",0.13226599348966983
"UCNJ Union College of Union County, NJ",1438.0714285714287,104.07142857142857,10214.57142857143,0,2,"Newark, NJ & Jersey City, NJ",0.07236874782695077
